date,userID,currentRanking,votePerPostRanking,tier,points,totalGoldMedals,totalSilverMedals,totalBronzeMedals,votesPerPost,totalDiscussionsCount,totalTopicsCount,totalRepliesCount,totalUpvotesCount
2023-01-09,ravishah1,23,21,EXPERT,1137,39,12,111,8.716346153846153,208,68,140,1813
2023-01-09,surajjha101,24,295,EXPERT,1075,22,14,1170,1.0611898016997168,1765,16,1749,1873
2023-01-09,init27,25,117,GRANDMASTER,1060,64,56,495,3.5903337169159952,869,113,756,3120
2023-01-09,lucamassaron,26,110,GRANDMASTER,1057,65,37,477,3.721111111111111,900,113,787,3349
2023-01-09,lucasmorin,27,167,MASTER,1045,45,55,522,2.5030800821355235,974,101,873,2438
2023-01-09,faisaljanjua0555,28,324,EXPERT,1044,4,6,978,0.840021990104453,1819,54,1765,1528
2023-01-09,xhlulu,29,60,GRANDMASTER,1043,74,61,376,5.177615571776156,822,134,688,4256
2023-01-09,andradaolteanu,30,27,MASTER,1036,41,27,186,7.621468926553672,354,66,288,2698
2023-01-09,michau96,31,257,MASTER,1035,44,36,736,1.4903782349037824,1507,79,1428,2246
2023-01-09,awsaf49,32,141,MASTER,1032,41,26,318,3.04,750,83,667,2280
2023-01-09,ruchi798,33,49,GRANDMASTER,1009,50,39,420,5.711864406779661,531,102,429,3033
2023-01-09,yacharki,34,348,EXPERT,995,7,12,988,0.7507716049382716,2592,85,2507,1946
2023-01-09,kirderf,35,212,GRANDMASTER,975,55,71,494,2.0089503661513426,1229,196,1033,2469
2023-01-09,yasufuminakama,36,37,MASTER,967,41,26,216,6.27,400,26,374,2508
2023-01-09,crained,37,125,GRANDMASTER,956,56,39,436,3.3939064200217626,919,151,768,3119
2023-01-09,crodoc,38,118,MASTER,954,44,17,203,3.5765765765765765,444,62,382,1588
2023-01-09,nejumi,39,26,EXPERT,952,65,30,94,7.638403990024938,401,83,318,3063
2023-01-09,desalegngeb,40,251,MASTER,935,27,37,864,1.6044349070100143,1398,74,1324,2243
2023-01-09,nbroad,41,127,MASTER,916,42,41,308,3.306878306878307,567,62,505,1875
2023-01-09,kritidoneria,42,244,MASTER,913,43,40,698,1.7069182389937108,1590,168,1422,2714
2023-01-09,mragpavank,43,238,GRANDMASTER,910,51,26,660,1.745983167559296,1307,157,1150,2282
2023-01-09,titericz,44,30,GRANDMASTER,889,110,121,526,7.106679960119641,1003,58,945,7128
2023-01-09,christofhenkel,45,46,GRANDMASTER,886,122,128,515,5.791977611940299,1072,84,988,6209
2023-01-09,caesarmario,46,396,EXPERT,886,3,2,1343,0.4597597597597597,3330,3,3327,1531
2023-01-09,haqishen,47,39,MASTER,884,55,36,260,6.23826714801444,554,49,505,3456
2023-01-09,robikscube,48,135,GRANDMASTER,869,84,65,693,3.110671936758893,1265,85,1180,3935
2023-01-09,aerdem4,49,64,GRANDMASTER,868,99,116,444,4.977142857142857,875,66,809,4355
2023-01-09,gogo827jz,50,68,GRANDMASTER,864,68,81,628,4.874230430958663,1137,89,1048,5542
2023-01-09,samuelcortinhas,51,223,MASTER,862,25,26,424,1.9106901217861976,739,85,654,1412
2023-01-09,alejopaullier,52,123,MASTER,858,30,28,171,3.4277286135693217,339,75,264,1162
2023-01-09,kyakovlev,53,40,GRANDMASTER,835,65,80,436,6.095348837209302,860,32,828,5242
2023-01-09,kaggleqrdl,54,292,MASTER,828,13,37,455,1.1097008159564823,1103,104,999,1224
2023-01-09,varunsaikanuri,55,379,EXPERT,821,3,0,853,0.6116442738323736,1563,5,1558,956
2023-01-09,ootake,56,15,MASTER,814,46,55,117,9.627450980392156,255,13,242,2455
2023-01-09,sudalairajkumar,57,96,GRANDMASTER,801,61,46,418,4.083645443196005,801,91,710,3271
2023-01-09,headsortails,58,236,GRANDMASTER,780,113,77,675,1.7737937140327578,2259,151,2108,4007
2023-01-09,rdizzl3,59,73,GRANDMASTER,772,58,54,413,4.710597826086956,736,68,668,3467
2023-01-09,mattop,60,338,EXPERT,770,4,6,860,0.7810320781032078,1434,14,1420,1120
2023-01-09,shubhamptrivedi,61,314,EXPERT,769,31,2,463,0.9345146379044684,1298,30,1268,1213
2023-01-09,thedrcat,62,82,MASTER,766,42,26,220,4.421800947867299,422,64,358,1866
2023-01-09,kmldas,63,134,GRANDMASTER,762,57,45,423,3.123342175066313,754,180,574,2355
2023-01-09,ragnar123,64,153,MASTER,752,29,46,367,2.8500772797527048,647,54,593,1844
2023-01-09,karnikakapoor,65,322,EXPERT,743,7,6,1697,0.8730606488011283,2836,12,2824,2476
2023-01-09,trushk,66,152,MASTER,740,34,31,278,2.859848484848485,528,47,481,1510
2023-01-09,iamsouravbanerjee,67,260,EXPERT,729,22,4,716,1.4287037037037038,1080,25,1055,1543
2023-01-09,kinnerakiran,68,326,EXPERT,721,10,32,414,0.8327868852459016,1525,206,1319,1270
2023-01-09,snnclsr,69,104,MASTER,720,28,29,168,3.8870056497175134,354,59,295,1376
2023-01-09,group16,70,86,MASTER,715,45,48,417,4.279672578444748,733,53,680,3137
2023-01-09,tyonemoto,71,5,MASTER,705,40,66,178,12.643292682926829,328,24,304,4147
2023-01-09,tanmay111999,72,321,EXPERT,690,6,0,657,0.8790650406504065,984,8,976,865
2023-01-09,ohseokkim,73,359,EXPERT,678,2,3,1294,0.6894977168949772,2409,8,2401,1661
2023-01-09,odins0n,74,278,EXPERT,676,12,14,586,1.2484581497797358,1135,14,1121,1417
2023-01-09,gpreda,75,164,GRANDMASTER,673,62,69,578,2.603363700070077,1427,185,1242,3715
2023-01-09,slawekbiel,76,59,MASTER,661,28,23,197,5.211764705882353,340,32,308,1772
2023-01-09,allohvk,77,191,MASTER,660,26,32,541,2.26095423563778,1027,52,975,2322
2023-01-09,kneroma,78,42,MASTER,658,51,26,215,6.014117647058823,425,53,372,2556
2023-01-09,hasanbasriakcay,79,294,EXPERT,653,14,10,700,1.080550098231827,1018,37,981,1100
2023-01-09,eisgandar,80,347,EXPERT,653,4,2,739,0.751412429378531,1239,27,1212,931
2023-01-09,tanulsingh077,81,128,MASTER,652,42,30,307,3.258992805755396,695,70,625,2265
2023-01-09,drhabib,82,81,GRANDMASTER,651,55,79,420,4.45921052631579,760,21,739,3389
2023-01-09,senkin13,83,34,EXPERT,647,27,13,142,6.336769759450172,291,31,260,1844
2023-01-09,bansodesandeep,84,337,EXPERT,641,2,0,690,0.786453433678269,1063,1,1062,836
2023-01-09,tunguz,85,58,GRANDMASTER,637,154,168,722,5.219833564493759,1442,164,1278,7527
2023-01-09,pythonafroz,86,383,EXPERT,637,1,4,745,0.5876811594202899,1380,5,1375,811
2023-01-09,duykhanh99,87,133,MASTER,636,34,28,453,3.141321044546851,651,50,601,2045
2023-01-09,kalilurrahman,88,246,MASTER,625,25,33,346,1.6770114942528735,870,119,751,1459
2023-01-09,shivamb,89,158,GRANDMASTER,620,51,29,440,2.731083844580777,978,77,901,2671
2023-01-09,azminetoushikwasi,90,89,MASTER,613,22,36,157,4.219626168224299,214,70,144,903
2023-01-09,jonaspalucibarbosa,91,144,EXPERT,600,12,18,372,3.0,597,30,567,1791
2023-01-09,arezoodahesh,92,331,EXPERT,597,3,0,882,0.8154289834174477,1387,4,1383,1131
2023-01-09,lordozvlad,93,325,EXPERT,590,8,8,906,0.8384970336189849,1517,12,1505,1272
2023-01-09,soumendraprasad,94,284,EXPERT,584,5,12,400,1.199004975124378,603,55,548,723
2023-01-09,konradb,95,151,GRANDMASTER,579,84,95,647,2.88855421686747,1328,116,1212,3836
2023-01-09,yassinealouini,96,226,MASTER,576,46,55,713,1.8835913312693493,1615,157,1458,3042
2023-01-09,cv13j0,97,349,EXPERT,572,4,5,829,0.7425219941348974,1705,23,1682,1266
2023-01-09,ramjasmaurya,98,281,EXPERT,570,5,17,525,1.2194594594594594,925,108,817,1128
2023-01-09,goldenlock,99,179,EXPERT,567,8,21,216,2.3759036144578314,415,24,391,986
2023-01-09,mrinath,100,256,MASTER,564,24,26,431,1.5140997830802605,922,77,845,1396
2023-01-09,hiroshioshio,101,1,EXPERT,558,33,36,56,16.03030303030303,132,11,121,2116
2023-01-09,alexryzhkov,102,189,EXPERT,554,27,14,248,2.2857142857142856,483,44,439,1104
2023-01-09,nischaydnk,103,196,MASTER,550,27,30,384,2.1724137931034484,696,34,662,1512
2023-01-09,jesucristo,104,121,GRANDMASTER,543,74,80,600,3.4542536115569824,1246,190,1056,4304
2023-01-09,aminizahra,105,342,EXPERT,535,7,4,846,0.7726432532347505,1623,10,1613,1254
2023-01-09,wuwenmin,106,233,EXPERT,531,16,11,201,1.8158458244111348,467,45,422,848
2023-01-09,mobassir,107,239,GRANDMASTER,528,58,72,874,1.735239852398524,2168,318,1850,3762
2023-01-09,faisalalsrheed,108,147,MASTER,528,23,28,238,2.97136563876652,454,83,371,1349
2023-01-09,hasibalmuzdadid,109,315,EXPERT,527,3,2,533,0.9292035398230089,791,12,779,735
2023-01-09,khashayarrahimi94,110,366,EXPERT,527,1,6,527,0.6681735985533453,1106,46,1060,739
2023-01-09,takoihiraokazu,111,3,EXPERT,525,43,23,48,13.172932330827068,133,16,117,1752
2023-01-09,authman,112,180,GRANDMASTER,525,51,79,566,2.3737821080602304,1129,97,1032,2680
2023-01-09,anjum48,113,111,MASTER,523,39,51,278,3.654648956356736,527,54,473,1926
2023-01-09,balabaskar,114,237,EXPERT,522,22,15,407,1.7531847133757965,628,76,552,1101
2023-01-09,georgyzubkov,115,386,EXPERT,520,2,0,635,0.5728451563691839,1311,0,1311,751
2023-01-09,saurabhbagchi,116,255,EXPERT,510,18,19,627,1.5236656596173213,993,62,931,1513
2023-01-09,sandhyakrishnan02,117,265,EXPERT,503,13,17,321,1.3887884267631103,553,31,522,768
2023-01-09,avikumart,118,327,EXPERT,500,7,4,483,0.8320090805902384,881,15,866,733
2023-01-09,jpmiller,119,163,GRANDMASTER,491,51,68,467,2.6529006882989186,1017,125,892,2698
2023-01-09,gvyshnya,120,252,EXPERT,485,13,27,843,1.569310600444774,1349,55,1294,2117
2023-01-09,artgor,121,148,GRANDMASTER,480,93,85,713,2.954601226993865,1630,76,1554,4816
2023-01-09,mohamedhanyyy,122,231,MASTER,480,18,37,625,1.8550863723608448,1042,132,910,1933
2023-01-09,heyrobin,123,309,EXPERT,480,7,2,711,0.9723593287265548,1013,13,1000,985
2023-01-09,vaillant,124,13,EXPERT,479,28,26,99,10.153465346534654,202,21,181,2051
2023-01-09,onodera,125,47,MASTER,473,64,64,248,5.755963302752294,545,36,509,3137
2023-01-09,ipythonx,126,198,MASTER,472,35,37,478,2.135449735449736,945,89,856,2018
2023-01-09,alexandervc,127,264,EXPERT,472,14,29,153,1.3946957878315132,641,202,439,894
2023-01-09,ttahara,128,61,MASTER,467,38,24,172,5.158904109589041,365,42,323,1883
2023-01-09,tatamikenn,129,197,EXPERT,463,23,24,139,2.1597051597051595,407,57,350,879
2023-01-09,ryosukemoriz,130,16,MASTER,462,18,60,233,9.531969309462916,391,1,390,3727
2023-01-09,programmerrdai,131,306,EXPERT,452,12,10,313,0.9784714747039828,929,133,796,909
2023-01-09,serigne,132,143,GRANDMASTER,451,51,124,705,3.0,1243,50,1193,3729
2023-01-09,takamichitoda,133,77,EXPERT,450,26,9,101,4.521327014218009,211,38,173,954
2023-01-09,readoc,134,106,EXPERT,450,18,28,121,3.856573705179283,251,63,188,968
2023-01-09,phalanx,135,6,EXPERT,448,29,35,69,12.313253012048191,166,18,148,2044
2023-01-09,chris62,136,48,EXPERT,447,16,18,99,5.735294117647059,170,17,153,975
2023-01-09,ilu000,137,166,MASTER,444,16,60,496,2.5205949656750573,874,25,849,2203
2023-01-09,berkayalan,138,193,MASTER,444,11,51,310,2.226138032305433,681,407,274,1516
2023-01-09,ryches,139,83,GRANDMASTER,438,70,61,394,4.418250950570342,789,104,685,3486
2023-01-09,pestipeti,140,70,MASTER,437,49,35,303,4.812807881773399,609,41,568,2931
2023-01-09,jiweiliu,141,140,GRANDMASTER,435,74,93,617,3.054172767203514,1366,137,1229,4172
2023-01-09,zzy990106,142,139,EXPERT,434,13,18,176,3.074324324324324,296,11,285,910
2023-01-09,bamps53,143,120,MASTER,433,37,26,195,3.528604118993135,437,40,397,1542
2023-01-09,suicaokhoailang,144,65,MASTER,432,50,68,238,4.953033268101761,511,35,476,2531
2023-01-09,pranjalverma08,145,145,MASTER,431,35,35,293,3.0,563,83,480,1689
2023-01-09,qusaybtoush1990,146,94,EXPERT,431,0,0,591,4.138969873663752,1029,2,1027,4259
2023-01-09,muhammadahmed68,147,334,EXPERT,428,2,2,606,0.7923497267759563,915,3,912,725
2023-01-09,nakamuran,148,10,MASTER,428,17,53,180,10.60701754385965,285,0,285,3023
2023-01-09,matthewmasters,149,169,MASTER,419,23,43,573,2.499572284003422,1169,48,1121,2922
2023-01-09,kaerunantoka,150,28,EXPERT,418,17,8,55,7.436507936507937,126,17,109,937
2023-01-09,nyanpn,151,23,EXPERT,416,27,23,90,7.969387755102041,196,13,183,1562
2023-01-09,yuanzhezhou,152,203,EXPERT,416,11,10,188,2.0760869565217392,368,18,350,764
2023-01-09,yus002,153,170,MASTER,414,38,20,304,2.487695749440716,447,26,421,1112
2023-01-09,sisharaneranjana,154,350,EXPERT,413,4,1,726,0.7381567614125754,1161,4,1157,857
2023-01-09,jacob34,155,154,EXPERT,411,23,15,189,2.84297520661157,363,34,329,1032
2023-01-09,ahmedshahriarsakib,156,300,EXPERT,405,5,17,598,1.0352045670789725,1051,51,1000,1088
2023-01-09,vahidehdashti,157,291,EXPERT,403,3,6,887,1.1133603238866396,1235,10,1225,1375
2023-01-09,subhamjain,158,207,EXPERT,403,20,8,358,2.051307847082495,994,27,967,2039
2023-01-09,ninjaac,159,340,EXPERT,402,1,1,609,0.7751479289940828,1014,5,1009,786
2023-01-09,seabreeze,160,384,EXPERT,401,3,21,535,0.5869230769230769,2600,23,2577,1526
2023-01-09,harshitsheoran,161,283,EXPERT,401,11,9,216,1.2013422818791946,596,28,568,716
2023-01-09,anandhuh,162,204,EXPERT,397,16,12,453,2.057531380753138,956,36,920,1967
2023-01-09,rhtsingh,163,112,EXPERT,394,12,16,214,3.637777777777778,450,19,431,1637
2023-01-09,forcewithme,164,149,EXPERT,393,14,16,86,2.9339622641509435,212,23,189,622
2023-01-09,dwchen,165,150,MASTER,390,30,27,151,2.911602209944751,362,99,263,1054
2023-01-09,kanuriviveknag,166,362,EXPERT,390,3,0,379,0.6759868421052632,608,4,604,411
2023-01-09,roberthatch,167,235,EXPERT,389,8,9,165,1.7880597014925372,335,14,321,599
2023-01-09,rohanrao,168,63,GRANDMASTER,388,57,57,419,4.977611940298507,670,53,617,3335
2023-01-09,devsubhash,169,368,EXPERT,388,0,0,557,0.6578657865786579,909,0,909,598
2023-01-09,pourchot,170,269,EXPERT,386,13,13,327,1.3598673300165838,603,28,575,820
2023-01-09,debarshichanda,171,221,EXPERT,385,19,13,238,1.9237918215613383,538,30,508,1035
2023-01-09,davidbroberts,172,208,EXPERT,380,13,27,201,2.048593350383632,391,56,335,801
2023-01-09,fritzcremer,173,130,EXPERT,375,15,25,116,3.1941747572815533,206,37,169,658
2023-01-09,chumajin,174,214,EXPERT,374,14,4,155,2.005665722379604,353,13,340,708
2023-01-09,vladvdv,175,119,MASTER,373,36,27,214,3.536263736263736,455,43,412,1609
2023-01-09,iafoss,176,232,MASTER,368,29,39,482,1.8328025477707008,1256,25,1231,2302
2023-01-09,pcjimmmy,177,285,EXPERT,366,14,34,658,1.1897260273972603,1460,24,1436,1737
2023-01-09,abhishek14398,178,271,EXPERT,366,3,7,265,1.3094841930116472,601,95,506,787
2023-01-09,maxdiazbattan,179,277,EXPERT,365,9,8,361,1.2671232876712328,584,22,562,740
2023-01-09,evilpsycho42,180,155,EXPERT,361,11,13,85,2.830601092896175,183,28,155,518
2023-01-09,zaharch,181,88,MASTER,361,44,44,284,4.221590909090909,528,41,487,2229
2023-01-09,hidehisaarai1213,182,79,MASTER,358,32,39,218,4.507177033492823,418,27,391,1884
2023-01-09,jbomitchell,183,220,EXPERT,358,11,21,277,1.9563106796116505,412,20,392,806
2023-01-09,snaker,184,137,EXPERT,355,14,18,81,3.0943396226415096,212,27,185,656
2023-01-09,paweljankiewicz,185,56,EXPERT,351,14,32,144,5.274368231046932,277,13,264,1461
2023-01-09,hattan0523,186,4,EXPERT,351,26,21,18,12.68421052631579,76,7,69,964
2023-01-09,vencerlanz09,187,330,EXPERT,351,3,1,358,0.821969696969697,528,36,492,434
2023-01-09,dwin183287,188,357,EXPERT,349,3,2,1088,0.6965302951838426,1931,3,1928,1345
2023-01-09,jaideepvalani,189,399,EXPERT,349,16,26,446,0.384367816091954,2175,293,1882,836
2023-01-09,pranav941,190,385,EXPERT,346,0,1,363,0.5787923416789397,679,8,671,393
2023-01-09,datahobbit,191,156,MASTER,345,27,38,363,2.8258785942492013,626,41,585,1769
2023-01-09,shinmurashinmura,192,25,EXPERT,345,23,8,55,7.653225806451613,124,24,100,949
2023-01-09,carnozhao,193,67,EXPERT,342,10,5,52,4.941176470588236,119,12,107,588
2023-01-09,sugataghosh,194,346,EXPERT,342,1,5,309,0.7532679738562091,612,15,597,461
2023-01-09,muhammadimran112233,195,376,EXPERT,341,0,1,550,0.614900314795383,953,6,947,586
2023-01-09,kevinmorgado,196,360,EXPERT,340,0,2,329,0.684931506849315,511,5,506,350
2023-01-09,isaienkov,197,241,EXPERT,339,18,14,195,1.7230769230769232,520,65,455,896
2023-01-09,fareselmenshawii,198,393,EXPERT,338,1,2,330,0.4962566844919786,935,4,931,464
2023-01-09,shaz13,199,160,GRANDMASTER,334,52,30,454,2.6720779220779223,924,82,842,2469
2023-01-09,lukaszborecki,200,195,EXPERT,330,14,17,221,2.185378590078329,383,22,361,837
2023-01-09,aishwarya2210,201,313,EXPERT,330,2,3,452,0.9349930843706776,723,0,723,676
2023-01-09,blankaf,202,227,EXPERT,327,9,20,104,1.882608695652174,230,16,214,433
2023-01-09,adityaecdrid,203,282,MASTER,323,31,39,913,1.2027586206896552,2175,38,2137,2616
2023-01-09,xia464,204,8,EXPERT,322,26,31,53,10.887096774193548,124,13,111,1350
2023-01-09,daishu,205,78,EXPERT,321,20,13,100,4.516528925619835,242,30,212,1093
2023-01-09,sasakitetsuya,206,390,EXPERT,321,0,0,420,0.5120087336244541,916,3,913,469
2023-01-09,hydantess,207,107,EXPERT,321,9,7,59,3.782608695652174,115,8,107,435
2023-01-09,engrshabir,208,18,EXPERT,321,5,18,121,9.233009708737864,206,0,206,1902
2023-01-09,robga,209,159,MASTER,318,18,39,309,2.727626459143969,514,11,503,1402
2023-01-09,amedprof,210,45,EXPERT,318,18,10,105,5.796610169491525,177,25,152,1026
2023-01-09,nguyenthicamlai,211,339,EXPERT,318,1,0,346,0.7772511848341233,633,1,632,492
2023-01-09,hadeux,212,290,EXPERT,317,1,2,460,1.1174551386623164,613,2,611,685
2023-01-09,dragonzhang,213,381,EXPERT,317,3,16,253,0.6096969696969697,825,110,715,503
2023-01-09,arezalo,214,392,EXPERT,317,0,1,328,0.4993084370677731,723,0,723,361
2023-01-09,psilogram,215,7,EXPERT,316,35,32,93,11.785714285714286,210,15,195,2475
2023-01-09,mpware,216,175,MASTER,313,30,32,340,2.444121915820029,689,34,655,1684
2023-01-09,vivek468,217,316,EXPERT,310,4,5,538,0.928652321630804,883,12,871,820
2023-01-09,jarredpriester,218,341,EXPERT,309,1,5,328,0.7736943907156673,517,12,505,400
2023-01-09,lftuwujie,219,202,MASTER,306,24,26,210,2.076109936575053,473,42,431,982
2023-01-09,tayyarhussain,220,365,EXPERT,306,1,0,330,0.67008547008547,585,2,583,392
2023-01-09,gazu468,221,225,EXPERT,305,11,18,103,1.8852459016393444,244,41,203,460
2023-01-09,t88take,222,20,EXPERT,304,23,25,75,8.757142857142858,140,13,127,1226
2023-01-09,sergiosaharovskiy,223,234,EXPERT,304,11,5,206,1.8098591549295773,284,15,269,514
2023-01-09,kanberburak,224,364,EXPERT,303,0,2,585,0.6709916589434661,1079,0,1079,724
2023-01-09,meli19,225,215,EXPERT,302,8,20,140,1.993127147766323,291,11,280,580
2023-01-09,bowaka,226,95,EXPERT,302,20,11,144,4.117903930131004,229,41,188,943
2023-01-09,kaanboke,227,299,EXPERT,302,9,10,519,1.039553752535497,986,24,962,1025
2023-01-09,sandeepgauti,228,361,EXPERT,300,0,2,291,0.6762749445676275,451,2,449,305
2023-01-09,mohamedbakrey,229,372,EXPERT,298,5,3,512,0.6277310924369748,1190,113,1077,747
2023-01-09,atamazian,230,302,EXPERT,297,10,14,341,1.0102827763496145,778,84,694,786
2023-01-09,mrbisht,231,298,EXPERT,297,4,1,273,1.046551724137931,580,30,550,607
2023-01-09,wowfattie,232,31,EXPERT,296,20,10,114,7.086792452830188,265,26,239,1878
2023-01-09,ulrich07,233,76,EXPERT,296,18,16,155,4.563786008230453,243,25,218,1109
2023-01-09,ridamahmood005,234,377,EXPERT,296,1,1,344,0.6148969889064976,631,8,623,388
2023-01-09,tolgadincer,235,210,EXPERT,294,26,18,365,2.0187319884726227,694,51,643,1401
2023-01-09,venkatkumar001,236,343,EXPERT,294,3,11,332,0.7648766328011611,689,74,615,527
2023-01-09,harbaldeepsidhu,237,371,EXPERT,294,1,2,258,0.6379613356766256,569,13,556,363
2023-01-09,akmalmir,238,288,EXPERT,292,8,8,240,1.1522633744855968,486,33,453,560
2023-01-09,purist1024,239,101,EXPERT,292,16,11,88,4.029411764705882,170,25,145,685
2023-01-09,ehsandahesh,240,344,EXPERT,291,1,0,487,0.7575342465753425,730,0,730,553
2023-01-09,nvnnghia,241,90,EXPERT,285,13,15,128,4.157894736842105,247,18,229,1027
2023-01-09,kmat2019,242,43,EXPERT,285,7,4,59,5.941666666666666,120,4,116,713
2023-01-09,validmodel,243,217,EXPERT,283,12,8,111,1.9827586206896552,232,31,201,460
2023-01-09,touba7,244,358,EXPERT,282,1,1,450,0.6895213454075032,773,0,773,533
2023-01-09,leecming,245,14,EXPERT,281,28,18,100,10.076086956521738,184,16,168,1854
2023-01-09,returnofsputnik,246,222,MASTER,281,36,56,579,1.920675105485232,1185,67,1118,2276
2023-01-09,landfallmotto,247,354,EXPERT,281,2,0,358,0.7105719237435009,577,3,574,410
2023-01-09,coldfir3,248,71,EXPERT,279,12,8,56,4.789473684210527,152,22,130,728
2023-01-09,manojgharge07,249,388,EXPERT,279,0,0,323,0.5535168195718655,654,0,654,362
2023-01-09,gaborfodor,250,99,GRANDMASTER,278,57,97,385,4.046218487394958,714,87,627,2889
2023-01-09,deepkim,251,218,EXPERT,278,11,11,146,1.9735099337748343,302,27,275,596
2023-01-09,bhuvanchennoju,252,369,EXPERT,278,0,2,667,0.6411067193675889,1265,8,1257,811
2023-01-09,madhurpant,253,304,EXPERT,278,0,6,261,1.0,375,40,335,375
2023-01-09,durgeshrao9993,254,254,EXPERT,277,5,10,269,1.555977229601518,527,38,489,820
2023-01-09,analokamus,255,22,EXPERT,275,18,10,50,8.426966292134832,89,11,78,750
2023-01-09,shariful07,256,240,EXPERT,275,2,3,240,1.730582524271845,412,20,392,713
2023-01-09,zakopur0,257,55,EXPERT,274,6,4,55,5.362745098039215,102,12,90,547
2023-01-09,advaypatil,258,351,EXPERT,274,0,2,346,0.7354409317803661,601,2,599,442
2023-01-09,huikang,259,172,EXPERT,273,14,7,119,2.4784172661870505,278,17,261,689
2023-01-09,shinomoriaoshi,260,219,EXPERT,273,7,13,168,1.9734848484848484,264,12,252,521
2023-01-09,aquatic,261,53,MASTER,272,40,55,190,5.397183098591549,355,15,340,1916
2023-01-09,satyampd,262,374,EXPERT,272,0,2,434,0.6207253886010363,965,21,944,599
2023-01-09,boliu0,263,19,EXPERT,271,20,12,95,8.9079754601227,163,18,145,1452
2023-01-09,kishalmandal,264,253,EXPERT,271,14,13,182,1.5591133004926108,406,24,382,633
2023-01-09,rohitsingh9990,265,181,EXPERT,270,15,18,169,2.3685503685503684,407,29,378,964
2023-01-09,alisultanov,266,355,EXPERT,270,0,0,314,0.7028688524590164,488,0,488,343
2023-01-09,towhidultonmoy,267,276,EXPERT,266,9,10,206,1.269736842105263,456,39,417,579
2023-01-09,mbalvi75,268,17,EXPERT,265,7,11,106,9.461988304093568,171,0,171,1618
2023-01-09,kalelpark,269,272,EXPERT,265,11,7,198,1.3022598870056497,354,22,332,461
2023-01-09,khahuras,270,165,MASTER,264,35,52,409,2.5740291262135924,824,35,789,2121
2023-01-09,chankhavu,271,182,EXPERT,264,15,19,176,2.365439093484419,353,31,322,835
2023-01-09,ourfuture,272,2,EXPERT,263,5,21,62,13.575757575757576,99,1,98,1344
2023-01-09,hamzamnabas,273,312,EXPERT,262,1,12,178,0.9427860696517412,402,50,352,379
2023-01-09,columbia2131,274,29,EXPERT,261,15,6,40,7.306666666666667,75,14,61,548
2023-01-09,mahnazarjmand,275,387,EXPERT,261,0,2,269,0.5588235294117647,544,0,544,304
2023-01-09,ankanhore545,276,274,EXPERT,260,3,10,188,1.2880434782608696,368,53,315,474
2023-01-09,pietromaldini1,277,270,EXPERT,260,3,10,148,1.346613545816733,251,17,234,338
2023-01-09,jcaliz,278,192,EXPERT,258,10,7,77,2.237762237762238,143,19,124,320
2023-01-09,shujun717,279,186,EXPERT,258,14,3,126,2.337792642140468,299,21,278,699
2023-01-09,bestfitting,280,12,EXPERT,256,16,16,132,10.2,260,13,247,2652
2023-01-09,phoenix9032,281,206,MASTER,256,30,57,514,2.0541586073500966,1034,77,957,2124
2023-01-09,zacchaeus,282,213,EXPERT,256,10,8,131,2.008,250,23,227,502
2023-01-09,mamasinkgs,283,87,MASTER,255,26,30,163,4.260869565217392,322,18,304,1372
2023-01-09,dimitreoliveira,284,262,EXPERT,255,18,23,515,1.4220338983050846,1180,62,1118,1678
2023-01-09,khyeh0719,285,103,EXPERT,255,17,9,123,3.924731182795699,279,24,255,1095
2023-01-09,kartushovdanil,286,380,EXPERT,255,2,3,354,0.6106870229007634,655,4,651,400
2023-01-09,narsil,287,122,MASTER,254,27,29,159,3.443452380952381,336,32,304,1157
2023-01-09,steamedsheep,288,100,EXPERT,254,9,19,103,4.041666666666667,168,6,162,679
2023-01-09,khsamaha,289,363,EXPERT,253,0,3,651,0.6715927750410509,1218,6,1212,818
2023-01-09,lextoumbourou,290,69,EXPERT,252,10,8,47,4.829787234042553,94,11,83,454
2023-01-09,renokan,291,267,EXPERT,252,4,14,118,1.376984126984127,252,49,203,347
2023-01-09,tkm2261,292,24,EXPERT,250,21,6,47,7.697478991596639,119,19,100,916
2023-01-09,tanlikesmath,293,176,MASTER,250,26,31,241,2.408695652173913,575,73,502,1385
2023-01-09,sumandey,294,297,EXPERT,250,9,9,436,1.052219321148825,766,31,735,806
2023-01-09,kazanova,295,36,GRANDMASTER,249,73,83,438,6.287369640787949,863,43,820,5426
2023-01-09,rashmibanthia,296,228,EXPERT,249,13,15,168,1.8694444444444445,360,22,338,673
2023-01-09,stassl,297,66,EXPERT,249,18,21,94,4.941520467836257,171,7,164,845
2023-01-09,saurabhshahane,298,201,EXPERT,249,21,11,339,2.079861111111111,576,38,538,1198
2023-01-09,wonduk,299,373,EXPERT,249,1,1,265,0.6214689265536724,531,4,527,330
2023-01-09,siukeitin,300,199,EXPERT,248,4,20,121,2.095477386934673,199,8,191,417
2023-01-09,carriech,301,367,EXPERT,248,0,1,481,0.66270783847981,842,0,842,558
2023-01-09,mostafaalaa123,302,247,EXPERT,248,9,16,256,1.6638297872340426,470,46,424,782
2023-01-09,sirishks,303,131,EXPERT,247,25,19,183,3.185082872928177,362,37,325,1153
2023-01-09,jamesphoward,304,114,EXPERT,246,15,29,104,3.6261682242990654,214,12,202,776
2023-01-09,piantic,305,211,EXPERT,246,18,10,301,2.010152284263959,591,41,550,1188
